1,50609,47051
1,50487,47047
1,50298,45653
1,50286,47048
2,53098,50357
2,52715,50499
2,52715,50500
2,50609,47051
2,53100,50638
2,50292,47052
2,50487,47047
2,50298,45653
2,53114,50160
2,50291,47046
2,50286,47048
2,50566,47053
2,50610,47054
2,50637,47046
3,50609,47051
3,50487,47047
3,50298,45653
3,50286,47048
7,50486,45374
7,50485,45371
8,50609,47051
8,50487,47047
8,50298,45653
8,50286,47048
10,53098,47058
10,52715,50499
10,52715,50500
10,50609,47051
10,50611,47056
10,53100,50638
10,50292,47052
10,50359,47057
10,50487,47047
10,50298,45653
10,53114,47059
10,50291,47046
10,49813,47060
10,50612,47061
10,50286,47048
10,50619,47074
10,50566,47053
10,50610,47054
10,50637,47046
11,50486,45374
11,50485,45371
14,53098,45890
14,50292,45716
14,50359,45754
14,50364,45891
14,50298,45653
14,53114,50160
14,49817,45905
14,50485,45371
14,50290,47551
14,50291,45717
14,50286,45721
14,50637,45717
20,52715,50499
20,52715,50500
20,50609,47051
20,50611,47056
20,53100,50638
20,50292,47052
20,50487,47047
20,50298,45653
20,53114,50160
20,50291,47046
20,50612,47061
20,50286,47048
20,50566,47053
20,50610,47054
20,50637,47046
23,53114,50160
27,53098,50357
27,52715,50499
27,52715,50500
27,50609,47051
27,50611,47056
27,53100,50638
27,50298,45653
27,53114,47059
27,50291,47046
27,49813,47060
27,50612,47061
27,50286,47048
27,50619,47074
27,50566,47053
27,50610,47054
27,50637,47046
29,52715,50499
29,52715,50500
29,50609,47051
29,50487,47047
29,50298,45653
29,53114,50160
29,50291,47046
29,50612,47061
29,50286,47048
29,50610,47054
29,50637,47046
32,52715,50499
32,52715,50500
32,50609,47051
32,53100,50638
32,50487,47047
32,50298,45653
32,53114,50160
32,50286,47048
32,50610,47054
33,50487,47047
33,50298,45653
33,50485,45371
33,50286,47048
36,50609,47051
36,50611,47056
36,50487,47047
36,50298,45653
36,50290,47551
36,50612,47061
36,50286,47048
37,50292,43577
37,50298,45653
37,50486,45374
37,50485,45371
37,50290,47551
37,50291,43586
38,53114,50160
39,50487,47047
39,50286,47048
40,50609,47051
40,50487,47047
40,50286,47048
40,50610,47054
42,53098,45890
42,50609,45898
42,50609,45901
42,50609,46019
42,50292,45716
42,50359,45754
42,50364,45891
42,50298,45653
42,50290,47551
42,50291,45717
42,50286,45721
42,50637,45717
43,50290,47551
44,53098,50357
45,53098,47058
45,50609,47051
45,50487,47047
45,50291,47046
45,50286,47048
45,50566,47053
45,50637,47046
47,53098,47058
47,52715,50499
47,52715,50500
47,50609,47051
47,50611,47056
47,53100,50638
47,50292,47052
47,50359,47057
47,50487,47047
47,50298,45653
47,53114,47059
47,50291,47046
47,49813,47060
47,50612,47061
47,50286,47048
47,50619,47074
47,50566,47053
47,50610,47054
47,50637,47046
50,53098,45890
50,53100,50638
50,50292,45716
50,50359,45754
50,50364,45891
50,50487,47047
50,53114,50160
50,50290,47551
50,50291,45717
50,50286,45721
50,50286,47048
50,50610,47054
50,50637,45717
55,53098,43606
55,50609,47051
55,53100,50638
55,50487,47047
55,50298,45653
55,53114,50160
55,50291,47046
55,50286,47048
55,50566,47053
55,50610,47054
55,50637,47046
57,50609,47051
57,50487,47047
57,50298,45653
57,50290,47551
57,50286,47048
60,53098,50357
60,52715,50499
60,52715,50500
60,50609,47051
60,53100,50638
60,50292,47052
60,50487,47047
60,50298,45653
60,53114,50160
60,50291,47046
60,50286,47048
60,50566,47053
60,50610,47054
60,50637,47046
61,50609,47051
61,50487,47047
61,50298,45653
61,50286,47048
62,50487,47047
62,50298,45653
62,50286,47048
65,50609,45898
65,50609,45901
65,50292,45716
65,50359,45754
65,50364,45891
65,50298,45653
65,49817,45905
65,50485,45371
65,50290,47551
65,50291,45717
65,47045,45720
65,47045,45746
65,50286,45721
65,47049,45899
65,47049,45900
68,53098,45890
68,52715,50499
68,52715,50500
68,50609,47051
68,50611,47056
68,53100,50638
68,50292,45716
68,50359,47359
68,50364,47064
68,50487,47047
68,50298,45653
68,50486,45374
68,53114,48047
68,49817,47066
68,50290,47551
68,50291,45717
68,50612,47061
68,50286,45721
68,50286,45753
68,50286,47048
68,50619,47074
68,50566,47053
68,50610,47054
68,50637,45717
74,50487,47047
74,50291,47046
74,50286,47048
74,50610,47054
74,50637,47046
76,50609,47051
76,50487,47047
76,50298,45653
76,50291,47046
76,50286,47048
76,50637,47046
78,53114,50160
80,50292,45716
80,50487,47047
80,50298,45653
80,50485,45371
80,50290,47551
80,50291,45717
80,50286,45721
80,50637,45717
82,53098,47058
82,52715,50499
82,52715,50500
82,50609,47051
82,50611,47056
82,53100,50638
82,50292,47052
82,50359,47057
82,50487,47047
82,50298,45653
82,53114,47059
82,50291,47046
82,49813,47060
82,50612,47061
82,50286,47048
82,50619,47074
82,50566,47053
82,50610,47054
82,50637,47046
85,53098,47058
85,52715,50499
85,52715,50500
85,50609,47051
85,50611,47056
85,53100,50638
85,50487,47047
85,50298,45653
85,53114,47059
85,50291,47046
85,49813,47060
85,50612,47061
85,50286,47048
85,50619,47074
85,50566,47053
85,50610,47054
85,50637,47046
87,53114,50160
89,53098,50357
89,52715,50499
89,52715,50500
89,50609,47051
89,53100,50638
89,50292,47052
89,50487,47047
89,50298,45653
89,53114,50160
89,50291,47046
89,50286,47048
89,50566,47053
89,50610,47054
89,50637,47046
90,50298,45653
90,50290,47551
90,50291,49578
91,53098,47058
91,52715,50499
91,52715,50500
91,50609,47051
91,50611,47056
91,53100,50638
91,50292,47052
91,50359,47057
91,50487,47047
91,50298,45653
91,53114,47059
91,50291,47046
91,49813,47060
91,50612,47061
91,50286,47048
91,50619,47074
91,50566,47053
91,50610,47054
91,50637,47046
92,53098,47058
92,52715,50499
92,52715,50500
92,50609,47051
92,50611,47056
92,53100,50638
92,50292,47052
92,50359,47057
92,50487,47047
92,50298,45653
92,53114,47059
92,50291,47046
92,49813,47060
92,50612,47061
92,50286,47048
92,50619,47074
92,50566,47053
92,50610,47054
92,50637,47046
93,50609,47051
93,53100,50638
93,50292,47052
93,50487,47047
93,50291,47046
93,50286,47048
93,50566,47053
93,50610,47054
93,50637,47046
94,52715,50499
94,52715,50500
94,50609,47051
94,50611,47056
94,50614,47063
94,53100,50638
94,50487,47047
94,50298,45653
94,53114,47059
94,50612,47061
94,50286,47048
94,50610,47054
96,53098,50357
96,52715,50499
96,52715,50500
96,50611,47056
96,53100,50638
96,53114,50160
96,49813,47060
96,50612,47061
96,50610,47054
97,52715,47055
97,50613,47062
97,50609,47051
97,50611,47056
97,50614,47063
97,53100,47080
97,50292,47052
97,50623,47079
97,52714,51854
97,52714,51855
97,50487,47047
97,50298,45653
97,50486,45374
97,53114,47059
97,50485,45371
97,50290,47551
97,50291,47046
97,49813,47060
97,50612,47061
97,50286,47048
97,50619,47074
97,50618,47073
97,50622,47067
97,50610,47054
97,50637,47046
100,53114,50160
101,50298,45653
101,50485,45371
101,50290,47551
102,52715,50499
102,52715,50500
102,50609,47051
102,53100,50638
102,50292,47052
102,50487,47047
102,50298,45653
102,53114,47059
102,50291,47046
102,49813,47060
102,50612,47061
102,50286,47048
102,50566,47053
102,50610,47054
102,50637,47046
104,50298,45653
104,50486,45374
104,50485,45371
104,50290,47551
104,50291,45717
104,50637,45717
105,50609,47051
105,50611,47056
105,50487,47047
105,50298,45653
105,50486,45374
105,50612,47061
105,50286,47048
105,50566,47053
105,50610,47054
110,53098,50357
110,50609,47051
110,50292,47052
110,50359,47057
110,50487,47047
110,50298,45653
110,53114,50160
110,50291,47046
110,50286,47048
110,50566,47053
110,50637,47046
116,53098,50357
116,52715,50499
116,52715,50500
116,50609,47051
116,53100,50638
116,50292,47052
116,50487,47047
116,50298,45653
116,53114,50160
116,50291,47046
116,50286,47048
116,50566,47053
116,50610,47054
116,50637,47046
121,53098,50357
121,52715,50499
121,52715,50500
121,50609,47051
121,50611,47056
121,53100,50638
121,50487,47047
121,50298,45653
121,53114,50160
121,50291,47046
121,49813,47060
121,50612,47061
121,50286,47048
121,50566,47053
121,50610,47054
121,50637,47046
122,53114,50160
124,50609,47051
124,50487,47047
124,50298,45653
124,50486,45374
124,50485,45371
124,50290,47551
124,50286,47048
127,53098,45890
127,52715,50499
127,52715,50500
127,50609,47051
127,50611,47056
127,50614,47063
127,53100,50638
127,50292,45716
127,50359,45754
127,50364,48308
127,50487,40563
127,50298,45653
127,50486,45374
127,53114,47059
127,50485,45371
127,50290,47551
127,50291,45717
127,47045,42573
127,47045,45720
127,47045,45721
127,49813,47060
127,50612,47061
127,50286,45721
127,50286,47048
127,50619,47074
127,50566,47053
127,50610,47054
127,50637,45717
131,53114,50160
134,53098,50357
134,52715,47055
134,50611,47056
134,53114,47059
134,49813,47060
134,50612,47061
134,50610,47054
139,50290,47551
139,47045,44557
139,47045,45684
139,50566,45378
141,50485,45371
141,50290,47551
142,52715,50499
142,52715,50500
142,50609,47051
142,53100,50638
142,50487,47047
142,50298,45653
142,53114,50160
142,50291,47046
142,50286,47048
142,50566,47053
142,50610,47054
142,50637,47046
143,52715,50499
143,52715,50500
143,50609,47051
143,53100,50638
143,50487,47047
143,50298,45653
143,53114,50160
143,50290,47551
143,50291,47046
143,50286,47048
143,50566,47053
143,50610,47054
143,50637,47046
146,50292,45716
146,50298,45653
146,50486,45374
146,50485,45371
146,50291,45717
146,50286,46075
146,50637,45717
149,50292,47052
149,50298,45653
149,50486,45374
149,50485,45371
149,50290,47551
149,50291,47046
152,53098,50357
152,50609,47051
152,50487,47047
152,50298,45653
152,50486,45374
152,53114,47059
152,50290,47551
152,50291,47046
152,50286,47048
152,50637,47046
156,50609,47051
156,50611,47056
156,50292,47052
156,50359,47057
156,50364,47064
156,50487,47047
156,50298,45653
156,50486,45374
156,50290,47551
156,50291,47046
156,50612,47061
156,50286,47048
156,50566,47053
156,50610,47054
156,50637,47046
159,53098,47058
159,52715,50499
159,52715,50500
159,50609,47051
159,50611,47056
